instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
213,2011-01-10,Spring,2011,1,3,0,Mon,1,Clear,0.12,0.1212,0.5,0.2239,0,1,1,Malam (21–04)
214,2011-01-10,Spring,2011,1,4,0,Mon,1,Clear,0.1,0.1212,0.54,0.1343,1,2,3,Malam (21–04)
215,2011-01-10,Spring,2011,1,5,0,Mon,1,Clear,0.1,0.1061,0.54,0.2537,0,3,3,Pagi (05–11)
216,2011-01-10,Spring,2011,1,6,0,Mon,1,Clear,0.12,0.1212,0.5,0.2836,0,31,31,Pagi (05–11)
217,2011-01-10,Spring,2011,1,7,0,Mon,1,Clear,0.12,0.1212,0.5,0.2239,2,75,77,Pagi (05–11)
218,2011-01-10,Spring,2011,1,8,0,Mon,1,Misty,0.12,0.1212,0.5,0.2836,4,184,188,Pagi (05–11)
219,2011-01-10,Spring,2011,1,9,0,Mon,1,Misty,0.14,0.1212,0.5,0.2537,2,92,94,Pagi (05–11)
220,2011-01-10,Spring,2011,1,10,0,Mon,1,Misty,0.14,0.1212,0.5,0.2985,0,31,31,Pagi (05–11)
221,2011-01-10,Spring,2011,1,11,0,Mon,1,Misty,0.16,0.1364,0.47,0.2836,2,28,30,Pagi (05–11)
222,2011-01-10,Spring,2011,1,12,0,Mon,1,Misty,0.2,0.1818,0.4,0.2836,5,47,52,Siang (12–16)
223,2011-01-10,Spring,2011,1,13,0,Mon,1,Misty,0.2,0.1818,0.4,0.2836,4,50,54,Siang (12–16)
224,2011-01-10,Spring,2011,1,14,0,Mon,1,Misty,0.2,0.197,0.4,0.2239,0,47,47,Siang (12–16)
225,2011-01-10,Spring,2011,1,15,0,Mon,1,Misty,0.2,0.197,0.4,0.2239,2,43,45,Siang (12–16)
226,2011-01-10,Spring,2011,1,16,0,Mon,1,Clear,0.2,0.2121,0.4,0.1343,4,70,74,Siang (12–16)
227,2011-01-10,Spring,2011,1,17,0,Mon,1,Clear,0.2,0.2273,0.4,0.1045,4,174,178,Sore (17–20)
228,2011-01-10,Spring,2011,1,18,0,Mon,1,Clear,0.2,0.197,0.4,0.2239,1,154,155,Sore (17–20)
229,2011-01-10,Spring,2011,1,19,0,Mon,1,Clear,0.16,0.1667,0.47,0.1642,3,92,95,Sore (17–20)
230,2011-01-10,Spring,2011,1,20,0,Mon,1,Clear,0.16,0.1667,0.5,0.1642,1,73,74,Sore (17–20)
231,2011-01-10,Spring,2011,1,21,0,Mon,1,Clear,0.14,0.1364,0.59,0.194,1,37,38,Malam (21–04)
232,2011-01-10,Spring,2011,1,22,0,Mon,1,Clear,0.14,0.1515,0.59,0.1642,2,22,24,Malam (21–04)
233,2011-01-10,Spring,2011,1,23,0,Mon,1,Clear,0.14,0.1515,0.59,0.1642,0,18,18,Malam (21–04)
234,2011-01-11,Spring,2011,1,0,0,Tue,1,Clear,0.14,0.1667,0.59,0.1045,2,10,12,Malam (21–04)
235,2011-01-11,Spring,2011,1,1,0,Tue,1,Clear,0.14,0.1515,0.59,0.1642,0,3,3,Malam (21–04)
236,2011-01-11,Spring,2011,1,2,0,Tue,1,Misty,0.16,0.1515,0.55,0.194,0,3,3,Malam (21–04)
237,2011-01-11,Spring,2011,1,5,0,Tue,1,Misty,0.16,0.1818,0.55,0.1343,0,6,6,Pagi (05–11)
238,2011-01-11,Spring,2011,1,6,0,Tue,1,Misty,0.16,0.1818,0.55,0.1343,0,27,27,Pagi (05–11)
239,2011-01-11,Spring,2011,1,7,0,Tue,1,Misty,0.16,0.2273,0.55,0.0,2,97,99,Pagi (05–11)
240,2011-01-11,Spring,2011,1,8,0,Tue,1,Misty,0.18,0.2121,0.51,0.0896,3,214,217,Pagi (05–11)
241,2011-01-11,Spring,2011,1,9,0,Tue,1,Misty,0.18,0.197,0.51,0.1642,3,127,130,Pagi (05–11)
242,2011-01-11,Spring,2011,1,10,0,Tue,1,Misty,0.2,0.2121,0.51,0.1642,3,51,54,Pagi (05–11)
243,2011-01-11,Spring,2011,1,11,0,Tue,1,Misty,0.2,0.2121,0.47,0.1343,4,31,35,Pagi (05–11)
244,2011-01-11,Spring,2011,1,12,0,Tue,1,Misty,0.2,0.2273,0.51,0.1045,2,55,57,Siang (12–16)
245,2011-01-11,Spring,2011,1,13,0,Tue,1,Misty,0.2,0.2273,0.59,0.0896,6,46,52,Siang (12–16)
246,2011-01-11,Spring,2011,1,14,0,Tue,1,Misty,0.2,0.2273,0.59,0.0896,3,60,63,Siang (12–16)
247,2011-01-11,Spring,2011,1,15,0,Tue,1,Misty,0.16,0.197,0.8,0.0896,2,45,47,Siang (12–16)
248,2011-01-11,Spring,2011,1,16,0,Tue,1,Misty,0.16,0.1515,0.86,0.2239,4,72,76,Siang (12–16)
249,2011-01-11,Spring,2011,1,17,0,Tue,1,Misty,0.16,0.1515,0.86,0.2239,6,130,136,Sore (17–20)
250,2011-01-11,Spring,2011,1,18,0,Tue,1,Light Snow/Rain,0.16,0.1818,0.93,0.1045,1,94,95,Sore (17–20)
251,2011-01-11,Spring,2011,1,19,0,Tue,1,Light Snow/Rain,0.16,0.2273,0.93,0.0,0,51,51,Sore (17–20)
252,2011-01-11,Spring,2011,1,20,0,Tue,1,Light Snow/Rain,0.16,0.1515,0.93,0.194,0,32,32,Sore (17–20)
253,2011-01-11,Spring,2011,1,21,0,Tue,1,Light Snow/Rain,0.16,0.197,0.86,0.0896,0,20,20,Malam (21–04)
254,2011-01-11,Spring,2011,1,22,0,Tue,1,Light Snow/Rain,0.16,0.1818,0.93,0.1045,1,28,29,Malam (21–04)
255,2011-01-11,Spring,2011,1,23,0,Tue,1,Light Snow/Rain,0.16,0.197,0.93,0.0896,1,18,19,Malam (21–04)
256,2011-01-12,Spring,2011,1,0,0,Wed,1,Misty,0.16,0.197,0.86,0.0896,0,7,7,Malam (21–04)
257,2011-01-12,Spring,2011,1,1,0,Wed,1,Misty,0.16,0.1818,0.86,0.1045,0,6,6,Malam (21–04)
258,2011-01-12,Spring,2011,1,2,0,Wed,1,Clear,0.14,0.1515,0.86,0.1343,0,1,1,Malam (21–04)
259,2011-01-12,Spring,2011,1,5,0,Wed,1,Clear,0.14,0.1515,0.86,0.1642,0,5,5,Pagi (05–11)
260,2011-01-12,Spring,2011,1,6,0,Wed,1,Clear,0.12,0.1515,0.93,0.1343,0,16,16,Pagi (05–11)
261,2011-01-12,Spring,2011,1,7,0,Wed,1,Clear,0.14,0.1515,0.69,0.1343,0,54,54,Pagi (05–11)
262,2011-01-12,Spring,2011,1,8,0,Wed,1,Clear,0.16,0.1667,0.59,0.1642,3,125,128,Pagi (05–11)
263,2011-01-12,Spring,2011,1,9,0,Wed,1,Clear,0.16,0.1364,0.59,0.3284,3,78,81,Pagi (05–11)
264,2011-01-12,Spring,2011,1,10,0,Wed,1,Clear,0.18,0.1818,0.55,0.2239,0,39,39,Pagi (05–11)
265,2011-01-12,Spring,2011,1,11,0,Wed,1,Clear,0.2,0.1818,0.51,0.3881,3,32,35,Pagi (05–11)
266,2011-01-12,Spring,2011,1,12,0,Wed,1,Clear,0.2,0.1515,0.47,0.5821,3,52,55,Siang (12–16)
267,2011-01-12,Spring,2011,1,13,0,Wed,1,Clear,0.22,0.197,0.44,0.3582,0,49,49,Siang (12–16)
268,2011-01-12,Spring,2011,1,14,0,Wed,1,Clear,0.2,0.1818,0.47,0.3284,0,44,44,Siang (12–16)
269,2011-01-12,Spring,2011,1,15,0,Wed,1,Clear,0.2,0.1667,0.47,0.4179,1,48,49,Siang (12–16)
270,2011-01-12,Spring,2011,1,16,0,Wed,1,Clear,0.22,0.197,0.44,0.3284,5,63,68,Siang (12–16)
271,2011-01-12,Spring,2011,1,17,0,Wed,1,Clear,0.2,0.1818,0.47,0.3582,0,139,139,Sore (17–20)
272,2011-01-12,Spring,2011,1,18,0,Wed,1,Clear,0.2,0.1515,0.47,0.5224,2,135,137,Sore (17–20)
273,2011-01-12,Spring,2011,1,19,0,Wed,1,Clear,0.18,0.1515,0.47,0.4179,1,82,83,Sore (17–20)
274,2011-01-12,Spring,2011,1,20,0,Wed,1,Clear,0.16,0.1364,0.5,0.3284,2,54,56,Sore (17–20)
275,2011-01-12,Spring,2011,1,21,0,Wed,1,Clear,0.16,0.1364,0.55,0.3284,0,57,57,Malam (21–04)
276,2011-01-12,Spring,2011,1,22,0,Wed,1,Clear,0.16,0.1212,0.55,0.4478,1,32,33,Malam (21–04)
277,2011-01-12,Spring,2011,1,23,0,Wed,1,Clear,0.14,0.1061,0.59,0.4179,1,19,20,Malam (21–04)
278,2011-01-13,Spring,2011,1,0,0,Thu,1,Clear,0.14,0.1212,0.59,0.2836,1,6,7,Malam (21–04)
279,2011-01-13,Spring,2011,1,1,0,Thu,1,Clear,0.14,0.1212,0.5,0.2836,0,2,2,Malam (21–04)
280,2011-01-13,Spring,2011,1,2,0,Thu,1,Clear,0.14,0.1212,0.5,0.3582,0,2,2,Malam (21–04)
281,2011-01-13,Spring,2011,1,3,0,Thu,1,Clear,0.14,0.1212,0.5,0.3284,0,3,3,Malam (21–04)
282,2011-01-13,Spring,2011,1,4,0,Thu,1,Clear,0.14,0.1212,0.5,0.2537,0,4,4,Malam (21–04)
283,2011-01-13,Spring,2011,1,5,0,Thu,1,Clear,0.14,0.1212,0.5,0.2985,0,3,3,Pagi (05–11)
284,2011-01-13,Spring,2011,1,6,0,Thu,1,Clear,0.12,0.1515,0.54,0.1343,0,28,28,Pagi (05–11)
285,2011-01-13,Spring,2011,1,7,0,Thu,1,Clear,0.12,0.1515,0.54,0.1343,0,72,72,Pagi (05–11)
286,2011-01-13,Spring,2011,1,8,0,Thu,1,Clear,0.14,0.1364,0.5,0.194,5,197,202,Pagi (05–11)
287,2011-01-13,Spring,2011,1,9,0,Thu,1,Clear,0.14,0.1212,0.5,0.3284,2,137,139,Pagi (05–11)
288,2011-01-13,Spring,2011,1,10,0,Thu,1,Misty,0.16,0.1364,0.5,0.3582,2,36,38,Pagi (05–11)
289,2011-01-13,Spring,2011,1,11,0,Thu,1,Misty,0.2,0.1667,0.44,0.4478,4,33,37,Pagi (05–11)
290,2011-01-13,Spring,2011,1,12,0,Thu,1,Clear,0.2,0.1667,0.44,0.4179,3,49,52,Siang (12–16)
291,2011-01-13,Spring,2011,1,13,0,Thu,1,Clear,0.22,0.197,0.41,0.4478,2,81,83,Siang (12–16)
292,2011-01-13,Spring,2011,1,14,0,Thu,1,Clear,0.22,0.197,0.41,0.3881,3,39,42,Siang (12–16)
293,2011-01-13,Spring,2011,1,15,0,Thu,1,Clear,0.24,0.2121,0.38,0.2985,5,55,60,Siang (12–16)
294,2011-01-13,Spring,2011,1,16,0,Thu,1,Clear,0.24,0.2121,0.38,0.3582,2,76,78,Siang (12–16)
295,2011-01-13,Spring,2011,1,17,0,Thu,1,Clear,0.2,0.1818,0.4,0.2836,4,158,162,Sore (17–20)
296,2011-01-13,Spring,2011,1,18,0,Thu,1,Clear,0.2,0.1818,0.4,0.3284,3,141,144,Sore (17–20)
297,2011-01-13,Spring,2011,1,19,0,Thu,1,Clear,0.16,0.1515,0.47,0.2537,1,98,99,Sore (17–20)
298,2011-01-13,Spring,2011,1,20,0,Thu,1,Clear,0.16,0.1515,0.47,0.2239,0,64,64,Sore (17–20)
299,2011-01-13,Spring,2011,1,21,0,Thu,1,Clear,0.14,0.1212,0.46,0.2985,0,40,40,Malam (21–04)
300,2011-01-13,Spring,2011,1,22,0,Thu,1,Clear,0.14,0.1212,0.46,0.3284,0,30,30,Malam (21–04)
301,2011-01-13,Spring,2011,1,23,0,Thu,1,Clear,0.12,0.1364,0.5,0.194,1,14,15,Malam (21–04)
302,2011-01-14,Spring,2011,1,0,0,Fri,1,Clear,0.12,0.1364,0.5,0.194,0,14,14,Malam (21–04)
303,2011-01-14,Spring,2011,1,1,0,Fri,1,Clear,0.1,0.1212,0.54,0.1642,0,5,5,Malam (21–04)
304,2011-01-14,Spring,2011,1,2,0,Fri,1,Clear,0.1,0.1212,0.54,0.1343,0,1,1,Malam (21–04)
305,2011-01-14,Spring,2011,1,3,0,Fri,1,Clear,0.1,0.1364,0.54,0.1045,0,1,1,Malam (21–04)
306,2011-01-14,Spring,2011,1,5,0,Fri,1,Clear,0.1,0.1364,0.54,0.0896,0,8,8,Pagi (05–11)
307,2011-01-14,Spring,2011,1,6,0,Fri,1,Clear,0.1,0.1818,0.54,0.0,0,17,17,Pagi (05–11)
308,2011-01-14,Spring,2011,1,7,0,Fri,1,Clear,0.1,0.1212,0.74,0.1642,0,70,70,Pagi (05–11)
309,2011-01-14,Spring,2011,1,8,0,Fri,1,Clear,0.12,0.1667,0.68,0.0,2,156,158,Pagi (05–11)
310,2011-01-14,Spring,2011,1,9,0,Fri,1,Clear,0.14,0.1515,0.69,0.1343,0,117,117,Pagi (05–11)
311,2011-01-14,Spring,2011,1,10,0,Fri,1,Clear,0.18,0.1818,0.55,0.194,4,40,44,Pagi (05–11)
312,2011-01-14,Spring,2011,1,11,0,Fri,1,Clear,0.18,0.1667,0.51,0.2836,6,47,53,Pagi (05–11)
313,2011-01-14,Spring,2011,1,12,0,Fri,1,Clear,0.2,0.197,0.44,0.2537,2,59,61,Siang (12–16)
314,2011-01-14,Spring,2011,1,13,0,Fri,1,Clear,0.22,0.197,0.37,0.3881,4,73,77,Siang (12–16)
315,2011-01-14,Spring,2011,1,14,0,Fri,1,Clear,0.22,0.2121,0.41,0.2836,5,59,64,Siang (12–16)
316,2011-01-14,Spring,2011,1,15,0,Fri,1,Clear,0.24,0.2424,0.38,0.1642,9,59,68,Siang (12–16)
317,2011-01-14,Spring,2011,1,16,0,Fri,1,Clear,0.22,0.2424,0.41,0.1045,3,87,90,Siang (12–16)
318,2011-01-14,Spring,2011,1,17,0,Fri,1,Clear,0.22,0.2273,0.41,0.1642,4,155,159,Sore (17–20)
319,2011-01-14,Spring,2011,1,18,0,Fri,1,Clear,0.2,0.2576,0.47,0.0,5,134,139,Sore (17–20)
320,2011-01-14,Spring,2011,1,19,0,Fri,1,Clear,0.16,0.197,0.59,0.0896,3,89,92,Sore (17–20)
321,2011-01-14,Spring,2011,1,20,0,Fri,1,Clear,0.18,0.2424,0.59,0.0,0,68,68,Sore (17–20)
322,2011-01-14,Spring,2011,1,21,0,Fri,1,Clear,0.16,0.2273,0.69,0.0,4,48,52,Malam (21–04)
323,2011-01-14,Spring,2011,1,22,0,Fri,1,Misty,0.16,0.2273,0.69,0.0,2,34,36,Malam (21–04)
324,2011-01-14,Spring,2011,1,23,0,Fri,1,Misty,0.18,0.2424,0.55,0.0,1,26,27,Malam (21–04)
325,2011-01-15,Spring,2011,1,0,0,Sat,0,Clear,0.18,0.2424,0.55,0.0,3,25,28,Malam (21–04)
326,2011-01-15,Spring,2011,1,1,0,Sat,0,Misty,0.16,0.197,0.59,0.0896,2,18,20,Malam (21–04)
327,2011-01-15,Spring,2011,1,2,0,Sat,0,Misty,0.16,0.197,0.59,0.0896,0,12,12,Malam (21–04)
328,2011-01-15,Spring,2011,1,3,0,Sat,0,Misty,0.16,0.2273,0.59,0.0,1,7,8,Malam (21–04)
329,2011-01-15,Spring,2011,1,4,0,Sat,0,Misty,0.16,0.2273,0.59,0.0,0,5,5,Malam (21–04)
330,2011-01-15,Spring,2011,1,5,0,Sat,0,Clear,0.16,0.2273,0.59,0.0,0,1,1,Pagi (05–11)
331,2011-01-15,Spring,2011,1,6,0,Sat,0,Clear,0.14,0.1667,0.63,0.1045,1,2,3,Pagi (05–11)
332,2011-01-15,Spring,2011,1,7,0,Sat,0,Clear,0.14,0.2121,0.63,0.0,1,9,10,Pagi (05–11)
333,2011-01-15,Spring,2011,1,8,0,Sat,0,Clear,0.14,0.1515,0.63,0.1343,1,22,23,Pagi (05–11)
334,2011-01-15,Spring,2011,1,9,0,Sat,0,Clear,0.16,0.1818,0.64,0.1343,2,31,33,Pagi (05–11)
335,2011-01-15,Spring,2011,1,10,0,Sat,0,Clear,0.18,0.197,0.59,0.1642,2,57,59,Pagi (05–11)
336,2011-01-15,Spring,2011,1,11,0,Sat,0,Clear,0.2,0.197,0.55,0.2239,18,54,72,Pagi (05–11)
337,2011-01-15,Spring,2011,1,12,0,Sat,0,Clear,0.24,0.2273,0.48,0.2239,15,74,89,Siang (12–16)
338,2011-01-15,Spring,2011,1,13,0,Sat,0,Clear,0.28,0.2576,0.38,0.2985,21,80,101,Siang (12–16)
339,2011-01-15,Spring,2011,1,14,0,Sat,0,Clear,0.3,0.2879,0.39,0.2836,26,92,118,Siang (12–16)
340,2011-01-15,Spring,2011,1,15,0,Sat,0,Misty,0.32,0.3182,0.36,0.194,21,108,129,Siang (12–16)
341,2011-01-15,Spring,2011,1,16,0,Sat,0,Misty,0.34,0.3333,0.34,0.194,33,95,128,Siang (12–16)
342,2011-01-15,Spring,2011,1,17,0,Sat,0,Misty,0.32,0.303,0.36,0.2836,29,54,83,Sore (17–20)
343,2011-01-15,Spring,2011,1,18,0,Sat,0,Misty,0.3,0.2879,0.45,0.2537,15,69,84,Sore (17–20)
344,2011-01-15,Spring,2011,1,19,0,Sat,0,Misty,0.32,0.303,0.39,0.2537,14,60,74,Sore (17–20)
345,2011-01-15,Spring,2011,1,20,0,Sat,0,Misty,0.32,0.303,0.39,0.2537,6,35,41,Sore (17–20)
346,2011-01-15,Spring,2011,1,21,0,Sat,0,Misty,0.32,0.303,0.39,0.2239,6,51,57,Malam (21–04)
347,2011-01-15,Spring,2011,1,22,0,Sat,0,Misty,0.3,0.3182,0.42,0.1045,0,26,26,Malam (21–04)
348,2011-01-15,Spring,2011,1,23,0,Sat,0,Clear,0.3,0.2879,0.45,0.2836,5,39,44,Malam (21–04)
349,2011-01-16,Spring,2011,1,0,0,Sun,0,Clear,0.26,0.303,0.56,0.0,6,33,39,Malam (21–04)
350,2011-01-16,Spring,2011,1,1,0,Sun,0,Clear,0.26,0.2727,0.56,0.1343,4,19,23,Malam (21–04)
351,2011-01-16,Spring,2011,1,2,0,Sun,0,Clear,0.26,0.2879,0.56,0.0896,3,13,16,Malam (21–04)
352,2011-01-16,Spring,2011,1,3,0,Sun,0,Clear,0.22,0.2727,0.69,0.0,9,6,15,Malam (21–04)
353,2011-01-16,Spring,2011,1,4,0,Sun,0,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Malam (21–04)
354,2011-01-16,Spring,2011,1,5,0,Sun,0,Misty,0.26,0.2576,0.56,0.1642,1,1,2,Pagi (05–11)
355,2011-01-16,Spring,2011,1,6,0,Sun,0,Misty,0.26,0.2576,0.56,0.1642,0,1,1,Pagi (05–11)
356,2011-01-16,Spring,2011,1,7,0,Sun,0,Misty,0.24,0.2121,0.56,0.2985,0,3,3,Pagi (05–11)
357,2011-01-16,Spring,2011,1,8,0,Sun,0,Clear,0.22,0.2121,0.55,0.2836,0,18,18,Pagi (05–11)
358,2011-01-16,Spring,2011,1,9,0,Sun,0,Clear,0.22,0.2121,0.51,0.2537,3,29,32,Pagi (05–11)
359,2011-01-16,Spring,2011,1,10,0,Sun,0,Clear,0.22,0.2121,0.51,0.2836,8,71,79,Pagi (05–11)
360,2011-01-16,Spring,2011,1,11,0,Sun,0,Clear,0.24,0.2273,0.44,0.2537,23,70,93,Pagi (05–11)
361,2011-01-16,Spring,2011,1,12,0,Sun,0,Clear,0.24,0.2121,0.41,0.2836,29,75,104,Siang (12–16)
362,2011-01-16,Spring,2011,1,13,0,Sun,0,Clear,0.26,0.2273,0.35,0.2985,23,95,118,Siang (12–16)
363,2011-01-16,Spring,2011,1,14,0,Sun,0,Clear,0.28,0.2727,0.36,0.2537,22,69,91,Siang (12–16)
364,2011-01-16,Spring,2011,1,15,0,Sun,0,Clear,0.26,0.2424,0.38,0.2537,35,78,113,Siang (12–16)
365,2011-01-16,Spring,2011,1,16,0,Sun,0,Clear,0.24,0.2273,0.38,0.2239,22,77,99,Siang (12–16)
366,2011-01-16,Spring,2011,1,17,0,Sun,0,Clear,0.22,0.2121,0.37,0.2537,23,82,105,Sore (17–20)
367,2011-01-16,Spring,2011,1,18,0,Sun,0,Clear,0.2,0.2121,0.4,0.1642,11,56,67,Sore (17–20)
368,2011-01-16,Spring,2011,1,19,0,Sun,0,Clear,0.18,0.197,0.47,0.1343,14,47,61,Sore (17–20)
369,2011-01-16,Spring,2011,1,20,0,Sun,0,Clear,0.18,0.197,0.47,0.1642,7,50,57,Sore (17–20)
370,2011-01-16,Spring,2011,1,21,0,Sun,0,Clear,0.18,0.197,0.51,0.1642,6,22,28,Malam (21–04)
371,2011-01-16,Spring,2011,1,22,0,Sun,0,Misty,0.2,0.2121,0.49,0.1343,2,19,21,Malam (21–04)
372,2011-01-16,Spring,2011,1,23,0,Sun,0,Misty,0.2,0.2273,0.4,0.1045,0,18,18,Malam (21–04)
373,2011-01-17,Spring,2011,1,0,1,Mon,0,Misty,0.2,0.197,0.47,0.2239,1,16,17,Malam (21–04)
374,2011-01-17,Spring,2011,1,1,1,Mon,0,Misty,0.2,0.197,0.44,0.194,1,15,16,Malam (21–04)
375,2011-01-17,Spring,2011,1,2,1,Mon,0,Misty,0.18,0.1667,0.43,0.2537,0,8,8,Malam (21–04)
376,2011-01-17,Spring,2011,1,3,1,Mon,0,Misty,0.18,0.1818,0.43,0.194,0,2,2,Malam (21–04)
377,2011-01-17,Spring,2011,1,4,1,Mon,0,Misty,0.18,0.197,0.43,0.1343,1,2,3,Malam (21–04)
378,2011-01-17,Spring,2011,1,5,1,Mon,0,Misty,0.18,0.197,0.43,0.1642,0,1,1,Pagi (05–11)
379,2011-01-17,Spring,2011,1,6,1,Mon,0,Misty,0.18,0.1818,0.43,0.194,0,5,5,Pagi (05–11)
380,2011-01-17,Spring,2011,1,7,1,Mon,0,Misty,0.16,0.1818,0.5,0.1343,4,9,13,Pagi (05–11)
381,2011-01-17,Spring,2011,1,8,1,Mon,0,Misty,0.16,0.1515,0.47,0.2239,3,30,33,Pagi (05–11)
382,2011-01-17,Spring,2011,1,9,1,Mon,0,Misty,0.16,0.1515,0.47,0.2239,8,39,47,Pagi (05–11)
383,2011-01-17,Spring,2011,1,10,1,Mon,0,Misty,0.16,0.1515,0.5,0.2537,7,50,57,Pagi (05–11)
384,2011-01-17,Spring,2011,1,11,1,Mon,0,Misty,0.16,0.1515,0.55,0.194,9,55,64,Pagi (05–11)
385,2011-01-17,Spring,2011,1,12,1,Mon,0,Misty,0.18,0.197,0.47,0.1343,10,70,80,Siang (12–16)
386,2011-01-17,Spring,2011,1,13,1,Mon,0,Misty,0.18,0.197,0.47,0.1343,13,80,93,Siang (12–16)
387,2011-01-17,Spring,2011,1,14,1,Mon,0,Misty,0.18,0.2121,0.43,0.1045,12,74,86,Siang (12–16)
388,2011-01-17,Spring,2011,1,15,1,Mon,0,Misty,0.2,0.2121,0.47,0.1642,21,72,93,Siang (12–16)
389,2011-01-17,Spring,2011,1,16,1,Mon,0,Misty,0.2,0.2121,0.47,0.1642,6,76,82,Siang (12–16)
390,2011-01-17,Spring,2011,1,17,1,Mon,0,Clear,0.2,0.197,0.51,0.194,4,67,71,Sore (17–20)
391,2011-01-17,Spring,2011,1,18,1,Mon,0,Misty,0.18,0.1667,0.55,0.2537,7,85,92,Sore (17–20)
392,2011-01-17,Spring,2011,1,19,1,Mon,0,Light Snow/Rain,0.18,0.1818,0.59,0.194,2,58,60,Sore (17–20)
393,2011-01-17,Spring,2011,1,20,1,Mon,0,Light Snow/Rain,0.16,0.1515,0.8,0.194,4,29,33,Sore (17–20)
394,2011-01-17,Spring,2011,1,21,1,Mon,0,Light Snow/Rain,0.16,0.1515,0.8,0.194,3,24,27,Malam (21–04)
395,2011-01-17,Spring,2011,1,22,1,Mon,0,Light Snow/Rain,0.14,0.1212,0.93,0.2537,0,13,13,Malam (21–04)
396,2011-01-17,Spring,2011,1,23,1,Mon,0,Light Snow/Rain,0.16,0.1364,0.86,0.2836,1,3,4,Malam (21–04)
397,2011-01-18,Spring,2011,1,12,0,Tue,1,Misty,0.2,0.1818,0.86,0.3284,0,3,3,Siang (12–16)
398,2011-01-18,Spring,2011,1,13,0,Tue,1,Misty,0.2,0.197,0.86,0.2239,0,22,22,Siang (12–16)
399,2011-01-18,Spring,2011,1,14,0,Tue,1,Misty,0.22,0.2273,0.8,0.1642,2,26,28,Siang (12–16)
400,2011-01-18,Spring,2011,1,15,0,Tue,1,Misty,0.22,0.2273,0.87,0.1642,3,32,35,Siang (12–16)
401,2011-01-18,Spring,2011,1,16,0,Tue,1,Misty,0.22,0.2273,0.87,0.194,0,61,61,Siang (12–16)
402,2011-01-18,Spring,2011,1,17,0,Tue,1,Misty,0.22,0.2273,0.82,0.194,1,124,125,Sore (17–20)
403,2011-01-18,Spring,2011,1,18,0,Tue,1,Misty,0.22,0.2273,0.8,0.1642,1,132,133,Sore (17–20)
404,2011-01-18,Spring,2011,1,19,0,Tue,1,Misty,0.22,0.2273,0.8,0.1343,1,98,99,Sore (17–20)
405,2011-01-18,Spring,2011,1,20,0,Tue,1,Misty,0.22,0.2727,0.87,0.0,0,83,83,Sore (17–20)
406,2011-01-18,Spring,2011,1,21,0,Tue,1,Misty,0.22,0.2424,0.93,0.1045,0,41,41,Malam (21–04)
407,2011-01-18,Spring,2011,1,22,0,Tue,1,Misty,0.22,0.2576,0.93,0.0896,0,33,33,Malam (21–04)
408,2011-01-18,Spring,2011,1,23,0,Tue,1,Misty,0.22,0.2727,0.93,0.0,1,19,20,Malam (21–04)
409,2011-01-19,Spring,2011,1,0,0,Wed,1,Misty,0.22,0.2727,0.93,0.0,0,3,3,Malam (21–04)
410,2011-01-19,Spring,2011,1,1,0,Wed,1,Light Snow/Rain,0.22,0.2273,0.93,0.1343,1,6,7,Malam (21–04)
411,2011-01-19,Spring,2011,1,2,0,Wed,1,Light Snow/Rain,0.22,0.2273,0.93,0.1343,0,3,3,Malam (21–04)
412,2011-01-19,Spring,2011,1,4,0,Wed,1,Light Snow/Rain,0.22,0.2273,0.93,0.1343,1,1,2,Malam (21–04)
413,2011-01-19,Spring,2011,1,5,0,Wed,1,Misty,0.22,0.2576,0.93,0.0896,0,7,7,Pagi (05–11)
414,2011-01-19,Spring,2011,1,6,0,Wed,1,Misty,0.22,0.2576,0.93,0.0896,0,32,32,Pagi (05–11)
415,2011-01-19,Spring,2011,1,7,0,Wed,1,Misty,0.24,0.2576,0.92,0.1045,1,89,90,Pagi (05–11)
416,2011-01-19,Spring,2011,1,8,0,Wed,1,Misty,0.24,0.2576,0.93,0.1045,1,196,197,Pagi (05–11)
417,2011-01-19,Spring,2011,1,9,0,Wed,1,Misty,0.24,0.2576,0.93,0.1045,2,107,109,Pagi (05–11)
418,2011-01-19,Spring,2011,1,10,0,Wed,1,Misty,0.26,0.2727,0.93,0.1343,1,46,47,Pagi (05–11)
419,2011-01-19,Spring,2011,1,11,0,Wed,1,Misty,0.28,0.303,0.87,0.0896,5,47,52,Pagi (05–11)
420,2011-01-19,Spring,2011,1,12,0,Wed,1,Misty,0.3,0.3182,0.81,0.0896,5,65,70,Siang (12–16)
421,2011-01-19,Spring,2011,1,13,0,Wed,1,Clear,0.4,0.4091,0.62,0.2836,11,67,78,Siang (12–16)
422,2011-01-19,Spring,2011,1,14,0,Wed,1,Clear,0.4,0.4091,0.58,0.2537,7,68,75,Siang (12–16)
423,2011-01-19,Spring,2011,1,15,0,Wed,1,Clear,0.4,0.4091,0.54,0.2836,4,78,82,Siang (12–16)
424,2011-01-19,Spring,2011,1,16,0,Wed,1,Clear,0.38,0.3939,0.58,0.3881,10,94,104,Siang (12–16)
425,2011-01-19,Spring,2011,1,17,0,Wed,1,Clear,0.36,0.3333,0.57,0.3284,7,190,197,Sore (17–20)
